score_id,borrower_id,score,bucket,model_version,feature_name,impact_magnitude,impact_direction,description
2f6ac790-6a70-4546-b1de-a7e5e90ed977,45be677f-0988-406d-b082-0b7b3fd456ad,0.6604187,high,v1.0,InterestRate,0.53582746,+,Impact of InterestRate is increasing risk.
d7247c6b-3f07-428d-aee5-2f7a1c82287a,17557477-9e7c-4145-b582-85d7b94dca92,0.4481198,medium,v1.0,Income,0.34010103,-,Impact of Income is decreasing risk.
d7247c6b-3f07-428d-aee5-2f7a1c82287a,17557477-9e7c-4145-b582-85d7b94dca92,0.4481198,medium,v1.0,Age,0.22536285,+,Impact of Age is increasing risk.
d7247c6b-3f07-428d-aee5-2f7a1c82287a,17557477-9e7c-4145-b582-85d7b94dca92,0.4481198,medium,v1.0,HasCoSigner_No,0.13335304,-,Impact of HasCoSigner_No is decreasing risk.
c06cd805-bb34-4790-bb6b-f0672e2c0934,89e6a41d-1214-4f08-b878-3d0d98b236be,0.7691688,high,v1.0,InterestRate,0.66660523,+,Impact of InterestRate is increasing risk.
c06cd805-bb34-4790-bb6b-f0672e2c0934,89e6a41d-1214-4f08-b878-3d0d98b236be,0.7691688,high,v1.0,Age,0.66390306,+,Impact of Age is increasing risk.
c06cd805-bb34-4790-bb6b-f0672e2c0934,89e6a41d-1214-4f08-b878-3d0d98b236be,0.7691688,high,v1.0,HasCoSigner_No,0.12600827,-,Impact of HasCoSigner_No is decreasing risk.
089d7dcb-6d0f-41c3-bf72-ef42135ff8ac,bf742f0c-9234-4a27-84a5-66e35b90bb35,0.3968628,medium,v1.0,MonthsEmployed,0.37990987,-,Impact of MonthsEmployed is decreasing risk.
089d7dcb-6d0f-41c3-bf72-ef42135ff8ac,bf742f0c-9234-4a27-84a5-66e35b90bb35,0.3968628,medium,v1.0,InterestRate,0.19583231,-,Impact of InterestRate is decreasing risk.
089d7dcb-6d0f-41c3-bf72-ef42135ff8ac,bf742f0c-9234-4a27-84a5-66e35b90bb35,0.3968628,medium,v1.0,CreditScore,0.16969879,+,Impact of CreditScore is increasing risk.
317b771e-76df-496a-86ff-12156bdb4e68,b7ecd097-81a8-4a79-a5ca-4ccb8fb15800,0.13157125,low,v1.0,Age,0.7163014,-,Impact of Age is decreasing risk.
317b771e-76df-496a-86ff-12156bdb4e68,b7ecd097-81a8-4a79-a5ca-4ccb8fb15800,0.13157125,low,v1.0,InterestRate,0.6862009,-,Impact of InterestRate is decreasing risk.
317b771e-76df-496a-86ff-12156bdb4e68,b7ecd097-81a8-4a79-a5ca-4ccb8fb15800,0.13157125,low,v1.0,LoanAmount,0.37810108,+,Impact of LoanAmount is increasing risk.
cc0776fc-8ab1-4fb0-b864-70b165af5eef,81e55db4-0a86-4654-81b6-450f1741e597,0.4195447,medium,v1.0,InterestRate,0.693958,-,Impact of InterestRate is decreasing risk.
cc0776fc-8ab1-4fb0-b864-70b165af5eef,81e55db4-0a86-4654-81b6-450f1741e597,0.4195447,medium,v1.0,Age,0.49672273,+,Impact of Age is increasing risk.
cc0776fc-8ab1-4fb0-b864-70b165af5eef,81e55db4-0a86-4654-81b6-450f1741e597,0.4195447,medium,v1.0,Income,0.3423865,-,Impact of Income is decreasing risk.
647d84ca-a5d9-44b7-ba69-64558b3f4305,397753a5-39d2-4997-be06-64d33eb440dc,0.27421662,low,v1.0,Age,0.8419386,-,Impact of Age is decreasing risk.
647d84ca-a5d9-44b7-ba69-64558b3f4305,397753a5-39d2-4997-be06-64d33eb440dc,0.27421662,low,v1.0,Income,0.21320829,-,Impact of Income is decreasing risk.
647d84ca-a5d9-44b7-ba69-64558b3f4305,397753a5-39d2-4997-be06-64d33eb440dc,0.27421662,low,v1.0,LoanAmount,0.18192105,-,Impact of LoanAmount is decreasing risk.
7469099f-25ef-42fb-9556-1bb7c7348e4d,ba0cf098-1dae-4312-9a56-90f030cbb972,0.4957831,medium,v1.0,Age,0.68120074,+,Impact of Age is increasing risk.
7469099f-25ef-42fb-9556-1bb7c7348e4d,ba0cf098-1dae-4312-9a56-90f030cbb972,0.4957831,medium,v1.0,MonthsEmployed,0.42181355,-,Impact of MonthsEmployed is decreasing risk.
7469099f-25ef-42fb-9556-1bb7c7348e4d,ba0cf098-1dae-4312-9a56-90f030cbb972,0.4957831,medium,v1.0,Income,0.20011453,-,Impact of Income is decreasing risk.
3f7f76d7-627b-4b36-9043-73077968c0c3,bd993f25-e235-4234-a86d-9ca1352f8725,0.86422706,critical,v1.0,Income,0.81230843,+,Impact of Income is increasing risk.
3f7f76d7-627b-4b36-9043-73077968c0c3,bd993f25-e235-4234-a86d-9ca1352f8725,0.86422706,critical,v1.0,InterestRate,0.47836635,+,Impact of InterestRate is increasing risk.
3f7f76d7-627b-4b36-9043-73077968c0c3,bd993f25-e235-4234-a86d-9ca1352f8725,0.86422706,critical,v1.0,MonthsEmployed,0.31785867,+,Impact of MonthsEmployed is increasing risk.
770866da-6a08-49f4-ac78-455dced0e448,aa5fa719-600c-4629-a16b-f77ab3baf5c3,0.15830944,low,v1.0,InterestRate,0.6106456,-,Impact of InterestRate is decreasing risk.
770866da-6a08-49f4-ac78-455dced0e448,aa5fa719-600c-4629-a16b-f77ab3baf5c3,0.15830944,low,v1.0,MonthsEmployed,0.52736515,-,Impact of MonthsEmployed is decreasing risk.
770866da-6a08-49f4-ac78-455dced0e448,aa5fa719-600c-4629-a16b-f77ab3baf5c3,0.15830944,low,v1.0,Age,0.5132913,-,Impact of Age is decreasing risk.
3db0a4f1-fe22-4440-8196-0111835fecf2,587b8d64-9187-4411-bc7a-27a092a5d3c3,0.82375735,high,v1.0,Income,0.7488809,+,Impact of Income is increasing risk.
3db0a4f1-fe22-4440-8196-0111835fecf2,587b8d64-9187-4411-bc7a-27a092a5d3c3,0.82375735,high,v1.0,Age,0.43682778,+,Impact of Age is increasing risk.
3db0a4f1-fe22-4440-8196-0111835fecf2,587b8d64-9187-4411-bc7a-27a092a5d3c3,0.82375735,high,v1.0,MonthsEmployed,0.35717762,+,Impact of MonthsEmployed is increasing risk.
360171e7-4853-402e-85d9-e89d09593429,2662a053-b5ce-449a-b4d8-9c6e28266355,0.18810213,low,v1.0,InterestRate,0.665252,-,Impact of InterestRate is decreasing risk.
360171e7-4853-402e-85d9-e89d09593429,2662a053-b5ce-449a-b4d8-9c6e28266355,0.18810213,low,v1.0,LoanAmount,0.6488434,-,Impact of LoanAmount is decreasing risk.
360171e7-4853-402e-85d9-e89d09593429,2662a053-b5ce-449a-b4d8-9c6e28266355,0.18810213,low,v1.0,MonthsEmployed,0.47382918,-,Impact of MonthsEmployed is decreasing risk.
6e89852a-8c25-4d8d-85b1-1541c4132b86,53ec0981-d7f6-4cf8-ae93-87eda477fd5d,0.35150313,medium,v1.0,InterestRate,0.3718447,-,Impact of InterestRate is decreasing risk.
6e89852a-8c25-4d8d-85b1-1541c4132b86,53ec0981-d7f6-4cf8-ae93-87eda477fd5d,0.35150313,medium,v1.0,MonthsEmployed,0.27711266,+,Impact of MonthsEmployed is increasing risk.
6e89852a-8c25-4d8d-85b1-1541c4132b86,53ec0981-d7f6-4cf8-ae93-87eda477fd5d,0.35150313,medium,v1.0,Income,0.21336351,-,Impact of Income is decreasing risk.
ab056562-b21c-4316-a588-1de4f36e6264,dc036f6f-7aa4-4435-9a2f-3c5ac9fca80a,0.6767914,high,v1.0,Age,0.57486683,+,Impact of Age is increasing risk.
ab056562-b21c-4316-a588-1de4f36e6264,dc036f6f-7aa4-4435-9a2f-3c5ac9fca80a,0.6767914,high,v1.0,MonthsEmployed,0.36121175,+,Impact of MonthsEmployed is increasing risk.
ab056562-b21c-4316-a588-1de4f36e6264,dc036f6f-7aa4-4435-9a2f-3c5ac9fca80a,0.6767914,high,v1.0,Income,0.23712124,-,Impact of Income is decreasing risk.
c9c096b1-9b2b-4978-ae6a-2d58a1e7127a,414d97f3-8902-473a-9718-a432860c4562,0.22191404,low,v1.0,InterestRate,0.6721953,-,Impact of InterestRate is decreasing risk.
c9c096b1-9b2b-4978-ae6a-2d58a1e7127a,414d97f3-8902-473a-9718-a432860c4562,0.22191404,low,v1.0,Age,0.57648987,-,Impact of Age is decreasing risk.
c9c096b1-9b2b-4978-ae6a-2d58a1e7127a,414d97f3-8902-473a-9718-a432860c4562,0.22191404,low,v1.0,MonthsEmployed,0.41653535,+,Impact of MonthsEmployed is increasing risk.
69d2699e-84bf-412f-8312-0d184b9a8515,256c31d8-cf77-4701-8419-33a64f7c11f3,0.44655418,medium,v1.0,Age,0.49066797,-,Impact of Age is decreasing risk.
69d2699e-84bf-412f-8312-0d184b9a8515,256c31d8-cf77-4701-8419-33a64f7c11f3,0.44655418,medium,v1.0,MonthsEmployed,0.3481135,+,Impact of MonthsEmployed is increasing risk.
69d2699e-84bf-412f-8312-0d184b9a8515,256c31d8-cf77-4701-8419-33a64f7c11f3,0.44655418,medium,v1.0,Income,0.3453985,-,Impact of Income is decreasing risk.
080c99f6-720e-4d4a-96d4-d0f926dbfe58,20eb3242-405e-4a59-abe6-4dfcad3ec806,0.7639689,high,v1.0,Income,0.91614544,+,Impact of Income is increasing risk.
080c99f6-720e-4d4a-96d4-d0f926dbfe58,20eb3242-405e-4a59-abe6-4dfcad3ec806,0.7639689,high,v1.0,LoanAmount,0.6081416,+,Impact of LoanAmount is increasing risk.
080c99f6-720e-4d4a-96d4-d0f926dbfe58,20eb3242-405e-4a59-abe6-4dfcad3ec806,0.7639689,high,v1.0,Age,0.34160298,-,Impact of Age is decreasing risk.
fe5dffd1-cc35-488f-a198-6f9136af3e84,d6b4d897-063d-4851-801c-72d064f742ea,0.6157606,high,v1.0,InterestRate,0.5177182,+,Impact of InterestRate is increasing risk.
fe5dffd1-cc35-488f-a198-6f9136af3e84,d6b4d897-063d-4851-801c-72d064f742ea,0.6157606,high,v1.0,LoanAmount,0.3313874,+,Impact of LoanAmount is increasing risk.
fe5dffd1-cc35-488f-a198-6f9136af3e84,d6b4d897-063d-4851-801c-72d064f742ea,0.6157606,high,v1.0,MonthsEmployed,0.3248974,+,Impact of MonthsEmployed is increasing risk.
63953121-ef53-4190-9c58-24fc7f1a5222,e247aa06-9209-41a8-9c0e-2a8a4449b63d,0.39993006,medium,v1.0,Age,0.6330287,+,Impact of Age is increasing risk.
63953121-ef53-4190-9c58-24fc7f1a5222,e247aa06-9209-41a8-9c0e-2a8a4449b63d,0.39993006,medium,v1.0,Income,0.34641966,-,Impact of Income is decreasing risk.
63953121-ef53-4190-9c58-24fc7f1a5222,e247aa06-9209-41a8-9c0e-2a8a4449b63d,0.39993006,medium,v1.0,EmploymentType_Full-time,0.22419769,-,Impact of EmploymentType_Full-time is decreasing risk.
43e86994-cb9b-4185-aa8d-19bfa5b245f7,ec6f8de0-3d79-4b1d-b2f7-6de54e3e392c,0.47959173,medium,v1.0,InterestRate,0.37637132,+,Impact of InterestRate is increasing risk.
43e86994-cb9b-4185-aa8d-19bfa5b245f7,ec6f8de0-3d79-4b1d-b2f7-6de54e3e392c,0.47959173,medium,v1.0,Income,0.22748888,-,Impact of Income is decreasing risk.
43e86994-cb9b-4185-aa8d-19bfa5b245f7,ec6f8de0-3d79-4b1d-b2f7-6de54e3e392c,0.47959173,medium,v1.0,LoanAmount,0.21454228,-,Impact of LoanAmount is decreasing risk.
afcb8d94-c4d5-4949-b289-a5b19dd9a936,53c6eaff-32c7-4604-b6be-d1f815e4c338,0.83501196,high,v1.0,Age,0.48697376,+,Impact of Age is increasing risk.
afcb8d94-c4d5-4949-b289-a5b19dd9a936,53c6eaff-32c7-4604-b6be-d1f815e4c338,0.83501196,high,v1.0,MonthsEmployed,0.41706592,+,Impact of MonthsEmployed is increasing risk.
afcb8d94-c4d5-4949-b289-a5b19dd9a936,53c6eaff-32c7-4604-b6be-d1f815e4c338,0.83501196,high,v1.0,LoanAmount,0.31512782,+,Impact of LoanAmount is increasing risk.
72d8ed59-e428-4871-94e2-77b79e4061ea,96f7e1ae-fffc-4cf5-b3cf-787c5006ebb9,0.37598053,medium,v1.0,InterestRate,0.4250805,+,Impact of InterestRate is increasing risk.
72d8ed59-e428-4871-94e2-77b79e4061ea,96f7e1ae-fffc-4cf5-b3cf-787c5006ebb9,0.37598053,medium,v1.0,Age,0.3953442,-,Impact of Age is decreasing risk.
72d8ed59-e428-4871-94e2-77b79e4061ea,96f7e1ae-fffc-4cf5-b3cf-787c5006ebb9,0.37598053,medium,v1.0,MonthsEmployed,0.20394933,-,Impact of MonthsEmployed is decreasing risk.
b0bcd33a-433c-4f51-ac91-f7a03aa3d9b5,73e44760-9e2c-46fc-bcf6-f4b5f1da092c,0.5392278,medium,v1.0,Age,0.6580416,+,Impact of Age is increasing risk.
b0bcd33a-433c-4f51-ac91-f7a03aa3d9b5,73e44760-9e2c-46fc-bcf6-f4b5f1da092c,0.5392278,medium,v1.0,LoanAmount,0.5315893,-,Impact of LoanAmount is decreasing risk.
b0bcd33a-433c-4f51-ac91-f7a03aa3d9b5,73e44760-9e2c-46fc-bcf6-f4b5f1da092c,0.5392278,medium,v1.0,InterestRate,0.49356988,+,Impact of InterestRate is increasing risk.
7a012253-dfdb-49e2-8029-8f073c7e9b99,e5450b10-c3a5-4d6e-abc5-a92e3791cd6a,0.45358053,medium,v1.0,Age,0.89408356,-,Impact of Age is decreasing risk.
7a012253-dfdb-49e2-8029-8f073c7e9b99,e5450b10-c3a5-4d6e-abc5-a92e3791cd6a,0.45358053,medium,v1.0,InterestRate,0.3156326,+,Impact of InterestRate is increasing risk.
7a012253-dfdb-49e2-8029-8f073c7e9b99,e5450b10-c3a5-4d6e-abc5-a92e3791cd6a,0.45358053,medium,v1.0,Income,0.2631323,-,Impact of Income is decreasing risk.
6f748af0-334b-491a-b859-c5f3cce64687,d44efc9c-7ec7-432e-abb3-0c35b3066cab,0.303973,medium,v1.0,Age,0.82132936,-,Impact of Age is decreasing risk.
6f748af0-334b-491a-b859-c5f3cce64687,d44efc9c-7ec7-432e-abb3-0c35b3066cab,0.303973,medium,v1.0,MonthsEmployed,0.40331817,-,Impact of MonthsEmployed is decreasing risk.
6f748af0-334b-491a-b859-c5f3cce64687,d44efc9c-7ec7-432e-abb3-0c35b3066cab,0.303973,medium,v1.0,LoanAmount,0.36231482,+,Impact of LoanAmount is increasing risk.
c62eb676-48fb-46c5-9042-c4b4c5f4088e,4d4551f6-d6fa-4944-b9e8-a246ee23e068,0.28895828,low,v1.0,MonthsEmployed,0.3748104,-,Impact of MonthsEmployed is decreasing risk.
c62eb676-48fb-46c5-9042-c4b4c5f4088e,4d4551f6-d6fa-4944-b9e8-a246ee23e068,0.28895828,low,v1.0,Age,0.17370489,-,Impact of Age is decreasing risk.
c62eb676-48fb-46c5-9042-c4b4c5f4088e,4d4551f6-d6fa-4944-b9e8-a246ee23e068,0.28895828,low,v1.0,CreditScore,0.14225978,-,Impact of CreditScore is decreasing risk.
dbdb5bd3-5e9c-4175-8c28-c26d7781a91a,f289944f-a71f-4ca2-8523-f193ed35c515,0.47688198,medium,v1.0,Age,0.7190145,+,Impact of Age is increasing risk.
dbdb5bd3-5e9c-4175-8c28-c26d7781a91a,f289944f-a71f-4ca2-8523-f193ed35c515,0.47688198,medium,v1.0,InterestRate,0.50564206,-,Impact of InterestRate is decreasing risk.
dbdb5bd3-5e9c-4175-8c28-c26d7781a91a,f289944f-a71f-4ca2-8523-f193ed35c515,0.47688198,medium,v1.0,MonthsEmployed,0.44930044,-,Impact of MonthsEmployed is decreasing risk.
5cf1f2f9-c9e6-4970-bc83-d5dc4e60dd3a,c2bc3b3f-0438-4a52-9ee8-679c8bdf3849,0.6032734,high,v1.0,InterestRate,0.48601416,-,Impact of InterestRate is decreasing risk.
5cf1f2f9-c9e6-4970-bc83-d5dc4e60dd3a,c2bc3b3f-0438-4a52-9ee8-679c8bdf3849,0.6032734,high,v1.0,MonthsEmployed,0.31102666,+,Impact of MonthsEmployed is increasing risk.
5cf1f2f9-c9e6-4970-bc83-d5dc4e60dd3a,c2bc3b3f-0438-4a52-9ee8-679c8bdf3849,0.6032734,high,v1.0,LoanAmount,0.2677803,+,Impact of LoanAmount is increasing risk.
0995c6e2-d754-46d6-b832-9e1a6f9099dd,62d765b8-81c7-44bc-b24e-6b4d91535feb,0.37685707,medium,v1.0,Age,0.7349522,+,Impact of Age is increasing risk.
0995c6e2-d754-46d6-b832-9e1a6f9099dd,62d765b8-81c7-44bc-b24e-6b4d91535feb,0.37685707,medium,v1.0,MonthsEmployed,0.55192715,-,Impact of MonthsEmployed is decreasing risk.
0995c6e2-d754-46d6-b832-9e1a6f9099dd,62d765b8-81c7-44bc-b24e-6b4d91535feb,0.37685707,medium,v1.0,Income,0.31426427,-,Impact of Income is decreasing risk.
0b97ff13-96fc-4f4a-8fac-674da34e6407,7592be2c-a507-4d93-82f3-46bd5ce5ec56,0.8755249,critical,v1.0,Age,0.75034505,+,Impact of Age is increasing risk.
0b97ff13-96fc-4f4a-8fac-674da34e6407,7592be2c-a507-4d93-82f3-46bd5ce5ec56,0.8755249,critical,v1.0,InterestRate,0.5255832,+,Impact of InterestRate is increasing risk.
0b97ff13-96fc-4f4a-8fac-674da34e6407,7592be2c-a507-4d93-82f3-46bd5ce5ec56,0.8755249,critical,v1.0,MonthsEmployed,0.27804554,+,Impact of MonthsEmployed is increasing risk.
55bae615-b34e-493e-a979-7b7eca2e276c,80a9ecab-2195-4b81-9fdd-370a729b5532,0.14964639,low,v1.0,Age,0.83939743,-,Impact of Age is decreasing risk.
55bae615-b34e-493e-a979-7b7eca2e276c,80a9ecab-2195-4b81-9fdd-370a729b5532,0.14964639,low,v1.0,MonthsEmployed,0.46305838,-,Impact of MonthsEmployed is decreasing risk.
55bae615-b34e-493e-a979-7b7eca2e276c,80a9ecab-2195-4b81-9fdd-370a729b5532,0.14964639,low,v1.0,LoanAmount,0.2330173,-,Impact of LoanAmount is decreasing risk.
5b3f88ee-b73a-44ec-985d-8ee5916f5aba,8f226d2d-9ff2-44ea-96bc-e30aa65498c8,0.4398096,medium,v1.0,InterestRate,0.5102452,-,Impact of InterestRate is decreasing risk.
5b3f88ee-b73a-44ec-985d-8ee5916f5aba,8f226d2d-9ff2-44ea-96bc-e30aa65498c8,0.4398096,medium,v1.0,Income,0.26581728,-,Impact of Income is decreasing risk.
5b3f88ee-b73a-44ec-985d-8ee5916f5aba,8f226d2d-9ff2-44ea-96bc-e30aa65498c8,0.4398096,medium,v1.0,Age,0.24171588,+,Impact of Age is increasing risk.
fa869c62-70a2-4a07-b822-1639c3932ded,1b819e88-ac3d-4799-b94d-c7121fbe158a,0.15137877,low,v1.0,Age,1.0138367,-,Impact of Age is decreasing risk.
fa869c62-70a2-4a07-b822-1639c3932ded,1b819e88-ac3d-4799-b94d-c7121fbe158a,0.15137877,low,v1.0,InterestRate,0.64457524,-,Impact of InterestRate is decreasing risk.
fa869c62-70a2-4a07-b822-1639c3932ded,1b819e88-ac3d-4799-b94d-c7121fbe158a,0.15137877,low,v1.0,LoanAmount,0.32999635,+,Impact of LoanAmount is increasing risk.
817af7ad-5f93-4e65-b15d-121b28cc3bc3,d699c71e-2f70-4b3d-a322-84164778cf0c,0.22364612,low,v1.0,Age,0.84650546,-,Impact of Age is decreasing risk.
817af7ad-5f93-4e65-b15d-121b28cc3bc3,d699c71e-2f70-4b3d-a322-84164778cf0c,0.22364612,low,v1.0,MonthsEmployed,0.37588772,-,Impact of MonthsEmployed is decreasing risk.
817af7ad-5f93-4e65-b15d-121b28cc3bc3,d699c71e-2f70-4b3d-a322-84164778cf0c,0.22364612,low,v1.0,LoanAmount,0.23459542,-,Impact of LoanAmount is decreasing risk.
ceeda1e1-9bf5-4095-ac19-6fbdac86a007,a13c881d-42ab-41aa-b1ca-df3dcf0e531c,0.23347865,low,v1.0,Age,0.5401358,-,Impact of Age is decreasing risk.
ceeda1e1-9bf5-4095-ac19-6fbdac86a007,a13c881d-42ab-41aa-b1ca-df3dcf0e531c,0.23347865,low,v1.0,InterestRate,0.37266016,-,Impact of InterestRate is decreasing risk.
ceeda1e1-9bf5-4095-ac19-6fbdac86a007,a13c881d-42ab-41aa-b1ca-df3dcf0e531c,0.23347865,low,v1.0,Income,0.31534523,-,Impact of Income is decreasing risk.
30a075f9-913e-43df-b51c-107758053704,4a500f71-20b3-4561-bf64-b2afa839570c,0.20154667,low,v1.0,Age,0.9218695,-,Impact of Age is decreasing risk.
30a075f9-913e-43df-b51c-107758053704,4a500f71-20b3-4561-bf64-b2afa839570c,0.20154667,low,v1.0,InterestRate,0.4622011,-,Impact of InterestRate is decreasing risk.
30a075f9-913e-43df-b51c-107758053704,4a500f71-20b3-4561-bf64-b2afa839570c,0.20154667,low,v1.0,CreditScore,0.18119907,+,Impact of CreditScore is increasing risk.
c05c48f5-4841-42f2-b8e3-20cd095f65b6,07a0d60e-2319-4734-bd36-fd6882c4b2e2,0.41173702,medium,v1.0,InterestRate,0.8519782,-,Impact of InterestRate is decreasing risk.
c05c48f5-4841-42f2-b8e3-20cd095f65b6,07a0d60e-2319-4734-bd36-fd6882c4b2e2,0.41173702,medium,v1.0,Age,0.41969702,+,Impact of Age is increasing risk.
c05c48f5-4841-42f2-b8e3-20cd095f65b6,07a0d60e-2319-4734-bd36-fd6882c4b2e2,0.41173702,medium,v1.0,MonthsEmployed,0.41103026,+,Impact of MonthsEmployed is increasing risk.
a8dc10cf-bd9c-4881-9786-466f75c8f477,31de9a7d-9f39-4add-9426-25648a8c9b2b,0.6242255,high,v1.0,Income,0.7497621,+,Impact of Income is increasing risk.
a8dc10cf-bd9c-4881-9786-466f75c8f477,31de9a7d-9f39-4add-9426-25648a8c9b2b,0.6242255,high,v1.0,Age,0.702631,+,Impact of Age is increasing risk.
a8dc10cf-bd9c-4881-9786-466f75c8f477,31de9a7d-9f39-4add-9426-25648a8c9b2b,0.6242255,high,v1.0,InterestRate,0.60918325,-,Impact of InterestRate is decreasing risk.
944cfe91-6c23-4df5-9a97-4c28d60c584b,a501ff5d-d2bb-4c0a-ab22-e7ddab97e371,0.44654772,medium,v1.0,Income,0.82932806,+,Impact of Income is increasing risk.
944cfe91-6c23-4df5-9a97-4c28d60c584b,a501ff5d-d2bb-4c0a-ab22-e7ddab97e371,0.44654772,medium,v1.0,Age,0.54533094,-,Impact of Age is decreasing risk.
944cfe91-6c23-4df5-9a97-4c28d60c584b,a501ff5d-d2bb-4c0a-ab22-e7ddab97e371,0.44654772,medium,v1.0,InterestRate,0.2618716,-,Impact of InterestRate is decreasing risk.
60f3c823-5da7-422e-9ea0-470dcc6d75c9,824f8b86-b21f-4c6a-be5f-6f3034a35615,0.07024648,low,v1.0,Age,0.932795,-,Impact of Age is decreasing risk.
60f3c823-5da7-422e-9ea0-470dcc6d75c9,824f8b86-b21f-4c6a-be5f-6f3034a35615,0.07024648,low,v1.0,LoanAmount,0.40708396,-,Impact of LoanAmount is decreasing risk.
60f3c823-5da7-422e-9ea0-470dcc6d75c9,824f8b86-b21f-4c6a-be5f-6f3034a35615,0.07024648,low,v1.0,InterestRate,0.37467554,-,Impact of InterestRate is decreasing risk.
3c3b742b-b7d0-4ac2-ae2d-9f61b24768a2,357cd633-d653-45bf-b9e9-8c2d020dd273,0.54752994,medium,v1.0,Age,0.71932423,+,Impact of Age is increasing risk.
3c3b742b-b7d0-4ac2-ae2d-9f61b24768a2,357cd633-d653-45bf-b9e9-8c2d020dd273,0.54752994,medium,v1.0,InterestRate,0.59711945,-,Impact of InterestRate is decreasing risk.
3c3b742b-b7d0-4ac2-ae2d-9f61b24768a2,357cd633-d653-45bf-b9e9-8c2d020dd273,0.54752994,medium,v1.0,MonthsEmployed,0.3251796,+,Impact of MonthsEmployed is increasing risk.
8afa80cb-bedb-46f2-93f9-2fbd4d1c85cf,b9d58e5b-fded-485c-83f8-6caf7e1e6a3e,0.67252374,high,v1.0,InterestRate,0.47153983,+,Impact of InterestRate is increasing risk.
8afa80cb-bedb-46f2-93f9-2fbd4d1c85cf,b9d58e5b-fded-485c-83f8-6caf7e1e6a3e,0.67252374,high,v1.0,MonthsEmployed,0.269702,-,Impact of MonthsEmployed is decreasing risk.
8afa80cb-bedb-46f2-93f9-2fbd4d1c85cf,b9d58e5b-fded-485c-83f8-6caf7e1e6a3e,0.67252374,high,v1.0,Age,0.1708182,+,Impact of Age is increasing risk.
c395c57f-87ac-4b11-8c4a-6a9dffd1e262,a14b8ca8-44cc-4c82-87ef-406096ac44e2,0.46268016,medium,v1.0,Age,0.8403553,-,Impact of Age is decreasing risk.
c395c57f-87ac-4b11-8c4a-6a9dffd1e262,a14b8ca8-44cc-4c82-87ef-406096ac44e2,0.46268016,medium,v1.0,LoanAmount,0.3074033,+,Impact of LoanAmount is increasing risk.
c395c57f-87ac-4b11-8c4a-6a9dffd1e262,a14b8ca8-44cc-4c82-87ef-406096ac44e2,0.46268016,medium,v1.0,InterestRate,0.2964824,+,Impact of InterestRate is increasing risk.
e0d35b37-160e-44e4-899b-946c1c0c3a5e,ba638203-5c15-4646-bb8d-2afa078a6be9,0.51398724,medium,v1.0,InterestRate,0.5155093,-,Impact of InterestRate is decreasing risk.
e0d35b37-160e-44e4-899b-946c1c0c3a5e,ba638203-5c15-4646-bb8d-2afa078a6be9,0.51398724,medium,v1.0,MonthsEmployed,0.3405384,+,Impact of MonthsEmployed is increasing risk.
e0d35b37-160e-44e4-899b-946c1c0c3a5e,ba638203-5c15-4646-bb8d-2afa078a6be9,0.51398724,medium,v1.0,LoanAmount,0.32408547,+,Impact of LoanAmount is increasing risk.
6ba15b15-9a92-4890-a084-6d31c6a418cc,445c8379-d887-4132-a5ed-baf4ccf21dfc,0.7649968,high,v1.0,InterestRate,0.62455094,+,Impact of InterestRate is increasing risk.
6ba15b15-9a92-4890-a084-6d31c6a418cc,445c8379-d887-4132-a5ed-baf4ccf21dfc,0.7649968,high,v1.0,LoanAmount,0.39322808,+,Impact of LoanAmount is increasing risk.
6ba15b15-9a92-4890-a084-6d31c6a418cc,445c8379-d887-4132-a5ed-baf4ccf21dfc,0.7649968,high,v1.0,Age,0.15834495,+,Impact of Age is increasing risk.
81aeba2f-7e21-45b6-a106-6bd1641a36c2,1c6a246b-93e3-4371-aa6e-3036f5d9ef0d,0.5694596,medium,v1.0,Age,0.37401485,+,Impact of Age is increasing risk.
81aeba2f-7e21-45b6-a106-6bd1641a36c2,1c6a246b-93e3-4371-aa6e-3036f5d9ef0d,0.5694596,medium,v1.0,InterestRate,0.27305147,-,Impact of InterestRate is decreasing risk.
81aeba2f-7e21-45b6-a106-6bd1641a36c2,1c6a246b-93e3-4371-aa6e-3036f5d9ef0d,0.5694596,medium,v1.0,Income,0.24379316,-,Impact of Income is decreasing risk.
760ee8ea-24bc-4c74-9480-0901f0623214,75ae0c6b-3a7b-4329-8925-a842c901ff5b,0.28750053,low,v1.0,Age,0.5559084,-,Impact of Age is decreasing risk.
760ee8ea-24bc-4c74-9480-0901f0623214,75ae0c6b-3a7b-4329-8925-a842c901ff5b,0.28750053,low,v1.0,InterestRate,0.51166743,-,Impact of InterestRate is decreasing risk.
760ee8ea-24bc-4c74-9480-0901f0623214,75ae0c6b-3a7b-4329-8925-a842c901ff5b,0.28750053,low,v1.0,Income,0.20044939,-,Impact of Income is decreasing risk.
a7c3d814-9a95-476e-b283-6673e844995b,8d2c6b6d-2028-40dc-b9ce-263db8408665,0.101886794,low,v1.0,InterestRate,1.0821832,-,Impact of InterestRate is decreasing risk.
a7c3d814-9a95-476e-b283-6673e844995b,8d2c6b6d-2028-40dc-b9ce-263db8408665,0.101886794,low,v1.0,Age,0.7993797,-,Impact of Age is decreasing risk.
